,0,1,2,3,4,5,6
0,1325487600.0,8.8,34.8,0.0,0.29284077771008016,0.24269357919692994,0.4644656300544739
1,1325574000.0,33.65,15.35,0.05,0.2241251753643155,0.15189590458758176,0.6239789158105851
2,1325660400.0,30.545454545454547,11.363636363636363,0.18181818181818182,0.17252934554761107,0.23119457557120107,0.5962760760025545
3,1325746800.0,19.38888888888889,16.11111111111111,0.0,0.24396179699235493,0.14900237404637867,0.6070358157157898
4,1325833200.0,21.0,16.125,0.0,0.27871885476633906,0.18190154060721397,0.5393796004354954
5,1325919600.0,27.470588235294116,9.176470588235293,0.058823529411764705,0.21606655824272072,0.15315797059413264,0.6307754551663118
6,1326006000.0,29.88235294117647,13.941176470588236,0.0,0.21146761910880313,0.14528297884937594,0.6432493854971493
7,1326092400.0,15.777777777777779,12.0,0.0,0.2610212800403436,0.15350287200676072,0.585475848780738
8,1326178800.0,22.19047619047619,15.333333333333334,0.0,0.24516267444761025,0.13695159802834192,0.6178857230004811
9,1326265200.0,43.8421052631579,13.210526315789474,0.05263157894736842,0.20173762836738637,0.13551235718554572,0.6627500057220459
10,1326351600.0,40.23076923076923,7.153846153846154,0.0,0.14112770012938058,0.13186010259848374,0.727012194119967
11,1326438000.0,20.333333333333332,17.11111111111111,0.0,0.2729499398006333,0.22397905132836765,0.5030709836218092
12,1326524400.0,24.571428571428573,15.071428571428571,0.21428571428571427,0.20626298205128737,0.1373107691428491,0.6564262296472277
13,1326610800.0,1.0,13.166666666666666,0.0,0.359163373708725,0.21665199100971222,0.4241846203804016
14,1326697200.0,34.083333333333336,15.25,0.0,0.21056743680189052,0.17135827297655246,0.6180742830038071
15,1326783600.0,19.0,16.041666666666668,0.08333333333333333,0.24078644416294992,0.15388105367310345,0.6053324912985166
16,1326870000.0,19.1875,26.3125,0.1875,0.2623636347707361,0.21141043776879087,0.5262259216979146
17,1326956400.0,12.2,14.0,0.0,0.3108289934694767,0.17634453317150472,0.5128264665603638
18,1327042800.0,32.0,14.4,0.3,0.26612737914547324,0.22112829741090537,0.512744315341115
19,1327129200.0,33.125,20.5,0.0,0.17839774233289063,0.09747172135394067,0.7241305261850357
20,1327215600.0,14.857142857142858,6.714285714285714,0.0,0.22768982553056308,0.1372437055355736,0.6350664581571307
21,1327302000.0,30.23076923076923,12.76923076923077,0.23076923076923078,0.21640502403561884,0.13873055562950098,0.6448644078694857
22,1327388400.0,23.6,12.3,0.0,0.2385754942893982,0.1489167982712388,0.6125076949596405
23,1327474800.0,30.642857142857142,14.714285714285714,0.07142857142857142,0.2040358361388956,0.13205760338210634,0.6639065487044198
24,1327561200.0,24.46153846153846,16.692307692307693,0.0,0.23862082310594046,0.2474912228062749,0.5138879418373108
25,1327647600.0,9.75,25.5,0.0,0.2768240482546389,0.17229076195508242,0.5508851855993271
26,1327734000.0,28.043478260869566,9.565217391304348,0.0,0.2612615771915602,0.16797500435748827,0.5707634078419727
27,1327820400.0,22.733333333333334,6.533333333333333,0.0,0.23321585431694986,0.1761796370148659,0.5906044920285543
28,1327906800.0,37.57142857142857,15.857142857142858,0.14285714285714285,0.17414316082639353,0.1399697916848319,0.6858870557376316
29,1327993200.0,25.153846153846153,13.0,0.07692307692307693,0.25741569310999834,0.2364789551267257,0.5061053415903678
30,1328079600.0,15.875,13.375,0.125,0.299822183791548,0.17069249076303095,0.5294853150844574
31,1328166000.0,20.055555555555557,15.166666666666666,0.05555555555555555,0.24199218416793478,0.18233921772076023,0.57566858910852
32,1328166000.0,20.055555555555557,15.166666666666666,0.05555555555555555,0.24199218416793478,0.18233921772076023,0.57566858910852
33,1328252400.0,21.666666666666668,4.888888888888889,0.1111111111111111,0.3037116850415866,0.19221735290355152,0.5040709525346756
34,1328338800.0,30.333333333333332,7.555555555555555,0.1111111111111111,0.2193115788201491,0.2111209589574072,0.569567448563046
35,1328425200.0,18.363636363636363,13.181818181818182,0.09090909090909091,0.2698143878105012,0.20333330163901503,0.5268522880294106
36,1328511600.0,31.5,11.75,0.0,0.2048533894121647,0.13291871454566717,0.6622278690338135
37,1328598000.0,10.125,8.75,0.0,0.30486081447452307,0.17148606339469552,0.5236531049013138
38,1328684400.0,13.833333333333334,13.166666666666666,0.0,0.30407550434271496,0.19212674101193747,0.5037977397441864
39,1328770800.0,20.066666666666666,14.2,0.0,0.27407959985236324,0.16754737372199693,0.5583730141321818
40,1328857200.0,14.3,12.7,0.0,0.30285269021987915,0.21577608892694117,0.48137120604515077
41,1328943600.0,2.7142857142857144,8.142857142857142,0.0,0.31776797984327587,0.1890058115656887,0.4932261960847037
42,1329030000.0,23.5,6.083333333333333,0.0,0.23280038606996337,0.1736064311893036,0.5935931702454885
43,1329116400.0,22.818181818181817,19.90909090909091,0.0,0.2711403363130309,0.283502796664834,0.44535685601559555
44,1329202800.0,16.9375,19.875,0.0625,0.2969624340767041,0.17812703334493563,0.5249105133116245
45,1329289200.0,25.294117647058822,8.352941176470589,0.0,0.2699539857533048,0.16659407679210692,0.5634519247447743
46,1329375600.0,16.647058823529413,13.117647058823529,0.0,0.29279353612047787,0.17098980983171394,0.5362166446797988
47,1329462000.0,15.6,6.666666666666667,0.06666666666666667,0.252623600512743,0.18623065985739232,0.5611457188924154
48,1329548400.0,28.384615384615383,12.23076923076923,0.0,0.26182771445466924,0.21184480333557495,0.5263274770516616
49,1329634800.0,9.785714285714286,7.0,0.07142857142857142,0.2890020003542304,0.17886982671916485,0.5321281594889504
50,1329721200.0,13.25,13.625,0.0,0.2966286613373086,0.2439228813163936,0.45944844745099545
51,1329807600.0,17.166666666666668,18.166666666666668,0.0,0.3044233138983448,0.2720561350385348,0.4235205302635829
52,1329894000.0,25.214285714285715,12.285714285714286,0.0,0.24794585723429918,0.1672138306312263,0.5848403019564492
53,1329980400.0,12.944444444444445,12.11111111111111,0.0,0.29363079751945204,0.1755661964416504,0.5308029883437686
54,1330066800.0,15.928571428571429,10.214285714285714,0.14285714285714285,0.2780074357454266,0.1993337648787669,0.5226587866033826
55,1330153200.0,17.692307692307693,15.692307692307692,0.0,0.25927678259232867,0.2178956879875981,0.5228275244052594
56,1330239600.0,48.111111111111114,16.333333333333332,0.1111111111111111,0.18217212023834387,0.1379288997915056,0.6798989706569247
57,1330326000.0,36.9,14.5,0.2,0.17187819769605994,0.21987145086750387,0.6082503400743008
58,1330412400.0,17.25,19.125,0.0,0.29587153252214193,0.16744369210209697,0.5366847589612007
59,1330498800.0,21.636363636363637,16.0,0.09090909090909091,0.27625396712259814,0.1971014832908457,0.5266445441679521
60,1330585200.0,21.11111111111111,20.333333333333332,0.1111111111111111,0.22200383018288347,0.15583909882439506,0.622157076994578
61,1330671600.0,2.6666666666666665,9.25,0.0,0.2908860881968091,0.2536252196878195,0.4554886830349763
62,1330671600.0,2.6666666666666665,9.25,0.0,0.2908860881968091,0.2536252196878195,0.4554886830349763
63,1330758000.0,25.238095238095237,14.380952380952381,0.047619047619047616,0.24500387108751706,0.20715223616432576,0.5478438962073553
64,1330844400.0,12.333333333333334,18.0,0.0,0.2744732844488074,0.28525444368521374,0.4402722616990407
65,1330930800.0,8.3,7.9,0.0,0.2977028705179691,0.17959603052586318,0.5227010846138
66,1331017200.0,32.333333333333336,14.916666666666666,0.0,0.23249861846367517,0.1548817155417055,0.6126196483771006
67,1331103600.0,22.214285714285715,19.214285714285715,0.07142857142857142,0.2514697089791298,0.15767110704577394,0.5908591662134443
68,1331190000.0,22.636363636363637,8.681818181818182,0.09090909090909091,0.2685779464346441,0.1585747582668608,0.5728472904725508
69,1331276400.0,15.636363636363637,8.181818181818182,0.0,0.27452287738296116,0.217644630338658,0.5078324729746039
70,1331362800.0,19.5,10.3125,0.0625,0.26491498085670173,0.15775603498332202,0.577328983694315
71,1331449200.0,3.909090909090909,11.636363636363637,0.0,0.329429762607271,0.19847259365699507,0.472097629850561
72,1331532000.0,35.333333333333336,10.0,0.1111111111111111,0.19173401107804644,0.2145494111917085,0.5937165584829118
73,1331618400.0,22.333333333333332,14.0,0.1111111111111111,0.24810158357852036,0.25353709794580936,0.49836132261488175
74,1331704800.0,7.666666666666667,15.666666666666666,0.0,0.3156731568276882,0.21193517123659453,0.47239165703455605
75,1331791200.0,24.0,22.0,0.0,0.2626078025652812,0.16586540940289313,0.5715267795782822
76,1331877600.0,21.09090909090909,14.363636363636363,0.0,0.21569206836548718,0.1390167395160957,0.6452911821278658
77,1331964000.0,1.0,11.5,0.0,0.359163373708725,0.21665199100971222,0.4241846203804016
78,1332050400.0,7.466666666666667,19.466666666666665,0.0,0.2957581084842483,0.2398734906067451,0.46436839501063026
79,1332136800.0,32.0,13.666666666666666,0.0,0.24724999628961086,0.30097999175389606,0.45176998774210614
80,1332223200.0,18.181818181818183,21.90909090909091,0.0,0.3000765121118589,0.21167775040323084,0.48824572563171387
81,1332309600.0,10.142857142857142,10.714285714285714,0.0,0.2893576909388815,0.220559243911079,0.49008304519312723
82,1332396000.0,17.272727272727273,18.181818181818183,0.0,0.3031170540912585,0.18122770434076135,0.5156552249735052
83,1332482400.0,18.333333333333332,16.444444444444443,0.0,0.2568964929216438,0.19465685759981474,0.5484466354052225
84,1332568800.0,44.2,10.8,0.0,0.2504201799631119,0.1720304091461003,0.5775493919849396
85,1332655200.0,15.0,41.875,0.0,0.2827063181903213,0.16768575191963464,0.5496079176664352
86,1332741600.0,29.333333333333332,15.0,0.0,0.24889839875201383,0.25448428591092426,0.4966172973314921
87,1332828000.0,13.9,16.8,0.0,0.29297301582992075,0.2740257795900106,0.433001190982759
88,1332914400.0,25.647058823529413,10.411764705882353,0.11764705882352941,0.19936882814063744,0.1599482686861473,0.6406828936408547
89,1333000800.0,28.8,19.6,0.0,0.24396084304898977,0.14164209831506014,0.6143970429897309
90,1333087200.0,14.454545454545455,12.636363636363637,0.0,0.2488150786269795,0.16961418828842315,0.581570717421445
91,1333173600.0,16.3,12.6,0.1,0.31679738946259023,0.1771256252191961,0.5060769736766815
