0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
1.388646000000000000e+09,2.092000000000000171e+01,2.882999999999999829e+01,7.000000000000000666e-02,2.606797876954078941e-01,1.945105193555355105e-01,5.448096814379096431e-01
1.388732400000000000e+09,1.896000000000000085e+01,1.018999999999999950e+01,1.100000000000000006e-01,2.459683965332806199e-01,1.757075179461389802e-01,5.783240777254105014e-01
1.388818800000000000e+09,2.512999999999999901e+01,2.096000000000000085e+01,1.100000000000000006e-01,2.359683585353195556e-01,1.745661947038024686e-01,5.894654402136803029e-01
1.388905200000000000e+09,2.648000000000000043e+01,2.376000000000000156e+01,1.199999999999999956e-01,2.357944879494607571e-01,1.768249401263892739e-01,5.873805621266364740e-01
1.388991600000000000e+09,2.037999999999999901e+01,2.375000000000000000e+01,1.100000000000000006e-01,2.539325947593897848e-01,1.802631821483373642e-01,5.658042148128151760e-01
1.389078000000000000e+09,3.055000000000000071e+01,1.298000000000000043e+01,1.199999999999999956e-01,2.078133560344576913e-01,1.549372193682938825e-01,6.372494189441204604e-01
1.389164400000000000e+09,2.723999999999999844e+01,1.905999999999999872e+01,8.999999999999999667e-02,2.202870909869670824e-01,1.674683312978595406e-01,6.122445705533027249e-01
1.389250800000000000e+09,2.548999999999999844e+01,1.869999999999999929e+01,5.000000000000000278e-02,2.291497036255896180e-01,1.574540079198777642e-01,6.133962738513946134e-01
1.389337200000000000e+09,2.521000000000000085e+01,2.132999999999999829e+01,7.000000000000000666e-02,2.304742383956909224e-01,1.675863889511674532e-01,6.019393648207187475e-01
1.389423600000000000e+09,2.353999999999999915e+01,1.785000000000000142e+01,0.000000000000000000e+00,2.356066003441810719e-01,1.650529785640537650e-01,5.993404111266136258e-01
1.389510000000000000e+09,1.835000000000000142e+01,2.030999999999999872e+01,2.000000000000000042e-02,2.586609758622944177e-01,1.962896336987614565e-01,5.450493793189525871e-01
1.389596400000000000e+09,2.905999999999999872e+01,1.046000000000000085e+01,8.999999999999999667e-02,2.336880635935813244e-01,1.515978630911558878e-01,6.147140637040138245e-01
1.389682800000000000e+09,2.564999999999999858e+01,2.378000000000000114e+01,7.000000000000000666e-02,2.329779438115656409e-01,1.626026667654514313e-01,6.044193837046623052e-01
1.389769200000000000e+09,2.248000000000000043e+01,7.860000000000000320e+00,4.000000000000000083e-02,2.585261680278926888e-01,1.858442007377743843e-01,5.556296215951442852e-01
1.389855600000000000e+09,3.041000000000000014e+01,2.003000000000000114e+01,1.199999999999999956e-01,2.232911124452948703e-01,1.555551337217911945e-01,6.211537430062890053e-01
1.389942000000000000e+09,1.751999999999999957e+01,2.021999999999999886e+01,2.999999999999999889e-02,2.655456690490246019e-01,1.705562701914459522e-01,5.638980481028557090e-01
1.390028400000000000e+09,2.064999999999999858e+01,3.003999999999999915e+01,5.000000000000000278e-02,2.663359158486127698e-01,1.888557039760053180e-01,5.448083673417568606e-01
1.390114800000000000e+09,2.605000000000000071e+01,1.583000000000000007e+01,5.999999999999999778e-02,2.388374604284763392e-01,1.570631656982004742e-01,6.040993618965149192e-01
1.390201200000000000e+09,1.823000000000000043e+01,1.413000000000000078e+01,1.199999999999999956e-01,2.622411995939910589e-01,1.699573300220072192e-01,5.678014610707760035e-01
1.390287600000000000e+09,2.528000000000000114e+01,1.466999999999999993e+01,8.000000000000000167e-02,2.424651644751429636e-01,1.790432616975158320e-01,5.784915651753544941e-01
1.390374000000000000e+09,2.819000000000000128e+01,2.142000000000000171e+01,2.999999999999999889e-02,2.267153354175388824e-01,1.641714043635874865e-01,6.091132501512765973e-01
1.390460400000000000e+09,2.260000000000000142e+01,1.025999999999999979e+01,7.000000000000000666e-02,2.751993568614125030e-01,1.594605608982965217e-01,5.653400735557079226e-01
1.390546800000000000e+09,1.958999999999999986e+01,1.573000000000000043e+01,5.000000000000000278e-02,2.660062570497393475e-01,1.794979629479348526e-01,5.544957697391510454e-01
1.390633200000000000e+09,2.123000000000000043e+01,2.267999999999999972e+01,5.999999999999999778e-02,2.614216199144721031e-01,1.663784216716885644e-01,5.721999502182006925e-01
1.390719600000000000e+09,2.107999999999999829e+01,3.621999999999999886e+01,2.999999999999999889e-02,2.585564040299505040e-01,1.694881086237728651e-01,5.719554797187447193e-01
1.390806000000000000e+09,2.919999999999999929e+01,2.473999999999999844e+01,2.999999999999999889e-02,2.253630333673208863e-01,1.719730440154671747e-01,6.026639088988303694e-01
1.390892400000000000e+09,2.021000000000000085e+01,1.689000000000000057e+01,1.000000000000000056e-01,2.198644645512103923e-01,1.933553417213261238e-01,5.867801892757416038e-01
1.390978800000000000e+09,2.366000000000000014e+01,1.247000000000000064e+01,7.000000000000000666e-02,2.290965058933943643e-01,1.905286147072911274e-01,5.803748712688684419e-01
1.391065200000000000e+09,2.712999999999999901e+01,1.281000000000000050e+01,2.999999999999999889e-02,2.301283897086977837e-01,1.912565610557794560e-01,5.786150414496660233e-01
1.391151600000000000e+09,2.325000000000000000e+01,4.225000000000000000e+01,2.999999999999999889e-02,2.445791823416948452e-01,1.875304435193538566e-01,5.678903636336326555e-01
1.391238000000000000e+09,2.628000000000000114e+01,2.167999999999999972e+01,4.000000000000000083e-02,2.296634678356349601e-01,1.658466576598584541e-01,6.044898638129234669e-01
1.391324400000000000e+09,3.021000000000000085e+01,1.764000000000000057e+01,8.999999999999999667e-02,2.400604336336255029e-01,1.807714339066296694e-01,5.791681227087974726e-01
