0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
1.488438000000000000e+09,2.471000000000000085e+01,7.679999999999999716e+00,7.000000000000000666e-02,1.662068136222660530e-01,1.952772461809217930e-01,6.385159295797347978e-01
1.488524400000000000e+09,2.051999999999999957e+01,1.341999999999999993e+01,7.000000000000000666e-02,1.806606536358594806e-01,1.765000706352293502e-01,6.428392679989337610e-01
1.488610800000000000e+09,1.975000000000000000e+01,1.742999999999999972e+01,5.000000000000000278e-02,2.055246478226035733e-01,1.848613499570637975e-01,6.096139925718307984e-01
1.488697200000000000e+09,2.676999999999999957e+01,1.428999999999999915e+01,5.000000000000000278e-02,1.841650311276316621e-01,1.640352883376181015e-01,6.517996742576360747e-01
1.488783600000000000e+09,2.864000000000000057e+01,2.357000000000000028e+01,8.999999999999999667e-02,1.836390921846032254e-01,1.769796899799257472e-01,6.493812095746398505e-01
1.488870000000000000e+09,2.426000000000000156e+01,2.337000000000000099e+01,5.000000000000000278e-02,1.652809718437492914e-01,1.702390819601714567e-01,6.644799418747424635e-01
1.488956400000000000e+09,2.132999999999999829e+01,1.106000000000000050e+01,8.999999999999999667e-02,1.659046452958136686e-01,1.878651755582541327e-01,6.462301658093929646e-01
1.489042800000000000e+09,1.935000000000000142e+01,1.119999999999999929e+01,4.000000000000000083e-02,1.858675397653132555e-01,1.790335319191217467e-01,6.350989225506782354e-01
1.489129200000000000e+09,1.985999999999999943e+01,1.735000000000000142e+01,4.000000000000000083e-02,1.812462599761784088e-01,1.784762267861515206e-01,6.402775046229361999e-01
1.489215600000000000e+09,1.231000000000000050e+01,8.449999999999999289e+00,1.000000000000000021e-02,2.082131009548902623e-01,1.792181585077196326e-01,6.125687339901924044e-01
1.489302000000000000e+09,2.146999999999999886e+01,1.605000000000000071e+01,2.000000000000000042e-02,2.021238882467150666e-01,1.749715629685670015e-01,6.529045400023459900e-01
1.489384800000000000e+09,2.330999999999999872e+01,1.384999999999999964e+01,8.000000000000000167e-02,1.561661453545093448e-01,1.964763336349278633e-01,6.573575139045715332e-01
1.489471200000000000e+09,1.832999999999999829e+01,2.082000000000000028e+01,1.000000000000000021e-02,2.151906313654035341e-01,1.776146422699093896e-01,6.071947139129042492e-01
1.489557600000000000e+09,1.246000000000000085e+01,2.232000000000000028e+01,4.000000000000000083e-02,2.363626985624432686e-01,1.996855843812227194e-01,5.639517065882683200e-01
1.489644000000000000e+09,1.907000000000000028e+01,1.050999999999999979e+01,2.999999999999999889e-02,1.923406722117215473e-01,1.929771689232438747e-01,6.146821488440036285e-01
1.489730400000000000e+09,2.076999999999999957e+01,1.475999999999999979e+01,5.000000000000000278e-02,1.688534794654697191e-01,2.119354240689426683e-01,6.192110896483064009e-01
